address,city,state,zip,longitude,latitude,country,establishment
12000 N Kendall Drive,Miami,FL,33186,-80.393,25.686,United States,Denny's
7140 Collins Avenue,Miami Beach,FL,33141,-80.1205,25.8568,United States,Denny's
19780 Nw 27th Avenue,Miami Gardens,FL,33056,-80.246,25.9542,United States,Denny's
18600 N W 67th Ave,Miami Lakes,FL,33015,-80.3083,25.9435,United States,Denny's
32670 Blue Star Hwy,Midway,FL,32343,-84.4287,30.4936,United States,Denny's
1450 Miami Gardens Dr Ne,N Miami,FL,33179,-80.1721,25.9447,United States,Denny's
12105 Biscayne Blvd,N Miami,FL,33181,-80.1642,25.8875,United States,Denny's
200 N 3rd St,Neptune Beach,FL,32266,-81.3981,30.3235,United States,Denny's
4442 Us Hwy 19 S,New Port Richey,FL,34652,-82.7338,28.2238,United States,Denny's
1830 State Rd 44,New Smyrna Beach,FL,32168,-80.9426,29.0143,United States,Denny's
911 E Commercial Blvd,Oakland Park,FL,33334,-80.135,26.189,United States,Denny's
3801 West Silver Springs Blvd,Ocala,FL,34482,-82.1857,29.1864,United States,Denny's
11261 W Colonial Dr,Ocoee,FL,34761,-81.5468,28.5516,United States,Denny's
1012 Saxon Blvd,Orange City,FL,32763,-81.2836,28.9113,United States,Denny's
440 S Semoran Blvd,Orlando,FL,32807,-81.3106,28.5376,United States,Denny's
8076 S Orange Ave,Orlando,FL,32809,-81.364,28.4522,United States,Denny's
5825 International,Orlando,FL,32819,-81.4598,28.4624,United States,Denny's
7660 International,Orlando,FL,32819,-81.4708,28.4526,United States,Denny's
8243 S John Young Pkwy,Orlando,FL,32819,-81.4275,28.445,United States,Denny's
8747 International,Orlando,FL,32819,-81.4712,28.4391,United States,Denny's
9880 International,Orlando,FL,32819,-81.4617,28.425,United States,Denny's
11037 International Dr,Orlando,FL,32821,-81.456,28.4056,United States,Denny's
5725 Tg Lee Blvd,Orlando,FL,32822,-81.3093,28.4604,United States,Denny's
11915 E Colonial Dr,Orlando,FL,32825,-81.2051,28.5667,United States,Denny's
12375 State Rd 535,Orlando,FL,32836,-81.506,28.3852,United States,Denny's
110 Williamson Blvd,Ormond Beach,FL,32174,-81.1132,29.2559,United States,Denny's
840 Palm Bay Rd Ne,Palm Bay,FL,32905,-80.6482,28.0352,United States,Denny's
7 Kings Hwy,Palm Coast,FL,32137,-81.212,29.5559,United States,Denny's
3000 S Congress Ave,Palm Springs,FL,33461,-80.0885,26.6329,United States,Denny's
2438 Martin Luther King Blvd,Panama City,FL,32405,-85.6499,30.1926,United States,Denny's
1290 N University Dr,Pembroke Pines,FL,33024,-80.2486,26.02,United States,Denny's
"10800 Pines Blvd, Suite #15",Pembroke Pines,FL,33026,-80.2906,26.0078,United States,Denny's
4625 Mobile Highway,Pensacola,FL,32506,-87.2786,30.4367,United States,Denny's
7748 N Davis Highway,Pensacola,FL,32514,-87.2214,30.5061,United States,Denny's
535 West Nine Mile Road,Pensacola,FL,32534,-87.2813,30.5334,United States,Denny's
2001 S Frontage Rd,Plant City,FL,33566,-82.1047,28.0351,United States,Denny's
1727 N University,Plantation,FL,33322,-80.2571,26.1471,United States,Denny's
12100 W Sunrise Blvd,Plantation,FL,33323,-80.3102,26.1458,United States,Denny's
840 Cypress Blvd,Poinciana,FL,34759,-81.452,28.1463,United States,Denny's
2671 N Federal Hwy,Pompano Beach,FL,33064,-80.099,26.2646,United States,Denny's
1340 Tamiami Trail,Port Charlotte,FL,33948,-82.1445,27.0122,United States,Denny's
1641 Dunlawton Ave,Port Orange,FL,32127,-81.0244,29.1154,United States,Denny's
10111 S Us 1,Port St Lucie,FL,34952,-80.2935,27.2798,United States,Denny's
4102 W Blue Heron Blvd,Riviera Beach,FL,33404,-80.1021,26.7834,United States,Denny's
300 Civic Center Way,Royal Palm Beach,FL,33411,-80.2314,26.7051,United States,Denny's
29933 State Road 52,San Antonio,FL,33576,-82.3226,28.3254,United States,Denny's
3771 Orlando Dr,Sanford,FL,32773,-81.2868,28.7574,United States,Denny's
3701 Bee Ridge Rd,Sarasota,FL,34233,-82.4942,27.2988,United States,Denny's
4390 Us Highway 27,Sebring,FL,33870,-81.4981,27.5234,United States,Denny's
5751 E Silver Springs Blvd,Silver Springs,FL,34488,-82.0546,29.2181,United States,Denny's
1445 Wendy Court,Spring Hill,FL,34607,-82.6311,28.455,United States,Denny's
1300 N Ponce De Leon Blvd,St Augustine,FL,32084,-81.3208,29.9042,United States,Denny's
2455 State Road 16,St Augustine,FL,32084,-81.4139,29.918,United States,Denny's
950 State Road 206 West,St Augustine,FL,32086,-81.3444,29.7489,United States,Denny's
4999 34th St North,St Petersburg,FL,33714,-82.6795,27.8174,United States,Denny's
2331 S Federal Hwy,Stuart,FL,34994,-80.2357,27.177,United States,Denny's
3747 Sun City Center Blvd,Sun City,FL,33573,-82.3757,27.7123,United States,Denny's
2690 N Monroe St,Tallahassee,FL,32303,-84.3007,30.4788,United States,Denny's
875 Traditions Way,Tallahassee,FL,32306,-84.2974,30.4413,United States,Denny's
5710 University Drive,Tamarac,FL,33321,-80.252,26.1953,United States,Denny's
2004 N Dale Mabry Hwy,Tampa,FL,33607,-82.5055,27.9595,United States,Denny's
5603 E Hillsborough,Tampa,FL,33610,-82.3934,27.9961,United States,Denny's
1700 E Fowler Ave,Tampa,FL,33612,-82.44,28.0546,United States,Denny's
1577 Bella Cruz Dr,The Villages,FL,32159,-81.9583,28.9515,United States,Denny's
3500 Chaney Hwy,Titusville,FL,32780,-80.8478,28.5535,United States,Denny's
1763 Tamiami Trail,Venice,FL,34293,-82.4904,27.2167,United States,Denny's
8201 N Wickham Rd,Viera,FL,32940,-80.7116,28.2303,United States,Denny's
2705 Okeechobee Blvd,W Palm Beach,FL,33409,-80.0951,26.7067,United States,Denny's
894 Cypress Garden,Winter Haven,FL,33880,-81.7144,28.004,United States,Denny's
2684 Lee Road,Winter Park,FL,32789,-81.3844,28.6057,United States,Denny's
3026 Washington Rd,Augusta,GA,30907,-82.0463,33.5125,United States,Denny's
2990 Us Hwy 17 South,Brunswick,GA,31523,-81.58,31.1399,United States,Denny's
370 Millennium Blvd,Brunswick,GA,31525,-81.5019,31.2465,United States,Denny's
309 Georgia Hwy 49 N,Byron,GA,31008,-83.789,32.6191,United States,Denny's
3239 MacOn Rd,Columbus,GA,31907,-84.9422,32.4812,United States,Denny's
2115 E 16th Ave,Cordele,GA,31015,-83.7468,31.9591,United States,Denny's
1701 Browns Bridge Rd,Gainesville,GA,30501,-83.8453,34.2849,United States,Denny's
4465 Jimmy Lee Smith Parkway,Hiram,GA,30141,-84.7534,33.8911,United States,Denny's
1125 Bucksnort Road,Jackson,GA,30233,-84.1204,33.2261,United States,Denny's
1222 Boone St,Kingsland,GA,31548,-81.6534,30.7884,United States,Denny's
7001 Lake Park - Bellville Rd,Lake Park,GA,31636,-83.1897,30.6432,United States,Denny's
1020 Tanger Rd,Locust Grove,GA,30248,-84.1222,33.3517,United States,Denny's
5534 Jimmy Carter Blvd,Norcross,GA,30093,-84.2065,33.9092,United States,Denny's
288 Resaca Beach Blvd,Resaca,GA,30735,-84.936,34.5871,United States,Denny's
3944 Highway 17 S,Richmond Hill,GA,31324,-81.3276,31.9305,United States,Denny's
6801 Abercorn St,Savannah,GA,31405,-81.1131,32.0146,United States,Denny's
1 Gateway Blvd,Savannah,GA,31419,-81.2863,32.006,United States,Denny's
2160 Scenic Highway N,Snellville,GA,30078,-84.018,33.8623,United States,Denny's
5368 N Henry Blvd,Stockbridge,GA,30281,-84.2536,33.549,United States,Denny's
2925 Lawrenceville Suwanee Rd,Suwanee,GA,30024,-84.0464,34.0283,United States,Denny's
3600 Highway 77 South,Union Point,GA,30669,-83.1208,33.69,United States,Denny's
1328 St Augustine Rd,Valdosta,GA,31602,-83.3293,30.844,United States,Denny's
205 Lewers St,Honolulu,HI,96815,-157.8315,21.2785,United States,Denny's
430 Kele St,"Kahului, Maui",HI,96732,-156.4538,20.8872,United States,Denny's
75-1027 Henry St,Kailua-Kona,HI,96740,-155.9889,19.6463,United States,Denny's
"45-480 Kaneohe Bay Drive, Ste B1",Kaneohe,HI,96744,-157.7988,21.4028,United States,Denny's
"4470 Kapolei Parkway, Ste 800",Kapolei,HI,96707,-158.0915,21.3289,United States,Denny's
94-305 Kunia Road,Waipahu,HI,96797,-158.0338,21.3866,United States,Denny's
4175 Highway 21,Brooklyn,IA,52211,-92.358,41.6927,United States,Denny's
11820 Hickman Road,Clive,IA,50325,-93.7782,41.6148,United States,Denny's
8200 Nw Blvd,Davenport,IA,52806,-90.5637,41.5575,United States,Denny's
2580 Airport Way,Boise,ID,83705,-116.2135,43.5695,United States,Denny's
611 N Overland Ave,Burley,ID,83318,-113.792,42.5628,United States,Denny's
3512 Franklin Road,Caldwell,ID,83605,-116.6538,43.6628,United States,Denny's
4310 Yellowstone Ave,Chubbuck,ID,83202,-112.4663,42.9113,United States,Denny's
2300 N 4th St,Coeur D' Alene,ID,83814,-116.7808,47.6981,United States,Denny's
950 Lindsey Blvd,Idaho Falls,ID,83401,-112.0517,43.5033,United States,Denny's
3155 E Fairview Avenue,Meridian,ID,83642,-116.3552,43.6195,United States,Denny's
"Living Learning Community, Bldg",Moscow,ID,83844,-117.5856,47.0918,United States,Denny's
607 Northside Blvd,Nampa,ID,83687,-116.5732,43.6019,United States,Denny's
1670 Schneidmiller Ave,Post Falls,ID,83854,-116.9213,47.7121,United States,Denny's
291 Pole Line Road,Twin Falls,ID,83301,-114.4757,42.5918,United States,Denny's
140 Racehorse Drive,Alorton,IL,62205,-90.0975,38.5767,United States,Denny's
17 W Algonquin Rd,Arlington Heights,IL,60005,-87.9832,42.0443,United States,Denny's
4330 Fox Valley,Aurora,IL,60504,-88.3801,41.7722,United States,Denny's
1130 S.illinois St,Belleville,IL,62220,-89.9831,38.5001,United States,Denny's
701 Eldorado Rd,Bloomington,IL,61704,-88.9515,40.4735,United States,Denny's
126 Frontage Road,Bolingbrook,IL,60440,-88.1835,41.5287,United States,Denny's
1303 Armour Road,Bourbonnais,IL,60914,-87.8616,41.1626,United States,Denny's
1380 Torrence Avenue,Calumet City,IL,60409,-87.5588,41.596,United States,Denny's
1915 W Sycamore,Carbondale,IL,62901,-89.2405,37.7305,United States,Denny's
363 S Schmale Road,Carol Stream,IL,60188,-88.1031,41.894,United States,Denny's
200 Springhill Dr,Carpentersville,IL,60110,-88.2933,42.1057,United States,Denny's
702 W Town Center Blvd,Champaign,IL,61822,-88.2542,40.1426,United States,Denny's
522 Ramada Blvd,Collinsville,IL,62234,-90.0115,38.6789,United States,Denny's
1307 N Keller Dr,Effingham,IL,62401,-88.5667,39.1399,United States,Denny's
1701 West Evergreen Avenue,Effingham,IL,62401,-88.5723,39.135,United States,Denny's
2447 Mannheim Road,Franklin Park,IL,60131,-87.8844,41.9233,United States,Denny's
815 Hwy 24 W,Gilman,IL,60938,-87.9963,40.7559,United States,Denny's
27 Junction Dr,Glen Carbon,IL,62034,-89.9552,38.7768,United States,Denny's
6429 Grand Ave,Gurnee,IL,60031,-87.9612,42.3849,United States,Denny's
1086 Lake St,Hanover Park,IL,60133,-88.1091,41.9672,United States,Denny's
7627 W 95th Street,Hickory Hills,IL,60457,-87.8098,41.7187,United States,Denny's
2063 Skokie Valley,Highland Park,IL,60035,-87.826,42.1898,United States,Denny's
1175 North Roselle Road,Hoffman Estates,IL,60169,-88.0797,42.0492,United States,Denny's
13240 S Illinois 47,Huntley,IL,60142,-88.4327,42.1375,United States,Denny's
2531 Plainfield Road,Joliet,IL,60435,-88.1496,41.5709,United States,Denny's
343 Civic Road,Lasalle,IL,61301,-89.0978,41.3678,United States,Denny's
1407 W Hudson Blvd,Litchfield,IL,62056,-89.6724,39.1753,United States,Denny's
364 Richmond Ave E,Mattoon,IL,61938,-88.3462,39.485,United States,Denny's
8349 West North Avenue,Melrose Park,IL,60160,-87.8325,41.9084,United States,Denny's
19099 S Old Lagrange Rd,Mokena,IL,60448,-87.8488,41.5431,United States,Denny's
2601 52nd Avenue,Moline,IL,61265,-90.5004,41.4642,United States,Denny's
4610 Broadway,Mt Vernon,IL,62864,-88.9572,38.3127,United States,Denny's
412 S Lincolnway,N Aurora,IL,60542,-88.3224,41.7913,United States,Denny's
115 Radio City Dr,N Pekin,IL,61554,-89.6357,40.607,United States,Denny's
1615 N Main,Normal,IL,61761,-88.9956,40.5304,United States,Denny's
4609 N Harlem Avenue,Norridge,IL,60706,-87.8072,41.9638,United States,Denny's
737 W Hwy 50,O' Fallon,IL,62269,-89.9263,38.5886,United States,Denny's
9217 S Cicero Ave,Oak Lawn,IL,60453,-87.741,41.7252,United States,Denny's
711 North Harlem Avenue,Oak Park,IL,60302,-87.8052,41.8924,United States,Denny's
17 W 660 22nd Street,Oakbrook Terrace,IL,60181,-87.9728,41.8562,United States,Denny's
#20 Orland Square Drive,Orland Park,IL,60462,-87.8513,41.6186,United States,Denny's
975 E Dundee Road,Palatine,IL,60074,-88.0208,42.1392,United States,Denny's
1310 E Chain of Rocks Rd,Pontoon Beach,IL,62040,-90.0656,38.7611,United States,Denny's
4111 Timberlake Drive,Pontoon Beach,IL,62040,-90.0718,38.7465,United States,Denny's
7375 E State St,Rockford,IL,61108,-88.9728,42.27,United States,Denny's
1812 W Main St,Salem,IL,62881,-88.9765,38.6238,United States,Denny's
4824 No River Road,Schiller Park,IL,60176,-87.8616,41.9666,United States,Denny's
16049 Willowbrook Rd,South Beloit,IL,61080,-89.0002,42.4928,United States,Denny's
2905 Adlai Stevenson,Springfield,IL,62703,-89.6102,39.7582,United States,Denny's
2599 W Wabash Avenue,Springfield,IL,62704,-89.7062,39.764,United States,Denny's
1104 Tuscola Blvd,Tuscola,IL,61953,-88.27,39.7901,United States,Denny's
4 Interstate Drive,Vandalia,IL,62471,-88.8573,39.0136,United States,Denny's
890 Milwaukee Avenue,Vernon Hills,IL,60061,-87.945,42.2427,United States,Denny's
959 N Ilinois Rt 3,Waterloo,IL,62298,-90.1636,38.3384,United States,Denny's
3890 N Point Boulevard,Waukegan,IL,60085,-87.8982,42.3461,United States,Denny's
7737 S Kingery Hwy,Willowbrook,IL,60527,-87.9438,41.7479,United States,Denny's
1035 James Ave,Bedford,IN,47421,-86.5183,38.8676,United States,Denny's
2160 N Walnut St,Bloomington,IN,47401,-86.5343,39.1842,United States,Denny's
943 E Lewis & Clark Parkway,Clarksville,IN,47129,-85.7734,38.3078,United States,Denny's
812 N Conner Court,Dale,IN,47523,-86.987,38.1841,United States,Denny's
15876 W Commerce Rd,Daleville,IN,47334,-85.573,40.114,United States,Denny's
19501 Elphers Rd,Evansville,IN,47711,-87.5508,38.1557,United States,Denny's
3901 Hwy 41 N,Evansville,IN,47711,-87.5392,38.0116,United States,Denny's
5212 Weston Rd,Evansville,IN,47713,-87.6381,37.9772,United States,Denny's
351 N Green River Rd,Evansville,IN,47715,-87.4926,37.9799,United States,Denny's
"8695 Jack Carnes Way, N",French Lick,IN,47432,-86.6196,38.5501,United States,Denny's
3150 Grant St,Gary,IN,46408,-87.356,41.5614,United States,Denny's
1253 S Park Blvd,Greenwood,IN,46143,-86.0777,39.6156,United States,Denny's
844 East 1250 S,Haubstadt,IN,47639,-87.552,38.1741,United States,Denny's
3231 East 181st Street,Hebron,IN,46341,-87.2956,41.2893,United States,Denny's
1720 West Thompson Rd,Indianapolis,IN,46217,-86.1905,39.6924,United States,Denny's
2490 Post Rd,Indianapolis,IN,46219,-86.0097,39.8039,United States,Denny's
4795 Kentucky Ave,Indianapolis,IN,46221,-86.2651,39.6986,United States,Denny's
6241 Crawfordsville Rd,Indianapolis,IN,46224,-86.2689,39.8007,United States,Denny's
3512 S Keystone Ave,Indianapolis,IN,46227,-86.1207,39.7147,United States,Denny's
8901 Us 31 South,Indianapolis,IN,46227,-86.1277,39.637,United States,Denny's
6288 E 82nd St,Indianapolis,IN,46250,-86.059,39.9054,United States,Denny's
8808 N Michigan Rd,Indianapolis,IN,46268,-86.224,39.9142,United States,Denny's
3850 Newton St,Jasper,IN,47546,-86.9379,38.4257,United States,Denny's
4260 State Rd 26 E,Lafayette,IN,47905,-86.8257,40.4177,United States,Denny's
1401 Ripley Street,Lake Station,IN,46405,-87.2399,41.586,United States,Denny's
1524 W South St,Lebanon,IN,46052,-86.4857,40.0466,United States,Denny's
720 E 81st St,Merrillville,IN,46410,-87.3316,41.4714,United States,Denny's
5800 S Franklin St,Michigan City,IN,46360,-86.894,41.6671,United States,Denny's
1989 South State Road 57,Oakland City,IN,47660,-87.0919,38.3946,United States,Denny's
6171 Melton Dr,Portage,IN,46368,-87.1755,41.5985,United States,Denny's
175 South Honeyrun Parkway,Scottsburg,IN,47170,-85.7867,38.6786,United States,Denny's
102 Lee Blvd,Shelbyville,IN,46176,-85.7377,39.5257,United States,Denny's
5300 S State Rt 3,Spiceland,IN,47385,-85.4141,39.8523,United States,Denny's
3442 Us Highway 41,Terre Haute,IN,47802,-87.4158,39.426,United States,Denny's
233 S 3rd St,Terre Haute,IN,47807,-87.414,39.4641,United States,Denny's
2728 N 6th St,Vincennes,IN,47591,-87.5011,38.6913,United States,Denny's
4982 North 350 East,Whiteland,IN,46184,-86.0356,39.5505,United States,Denny's
204 Tuttle Creek Blvd,Manhattan,KS,66502,-96.5569,39.1802,United States,Denny's
9001 W 63rd St,Merriam,KS,66203,-94.6896,39.0142,United States,Denny's
10480 Metcalf,Overland Park,KS,66212,-94.6677,38.9387,United States,Denny's
1500 Wannamaker Rd,Topeka,KS,66604,-95.7618,39.0397,United States,Denny's
3210 Sw Topeka Blvd,Topeka,KS,66611,-95.6875,39.0101,United States,Denny's
8030 E Kellogg Drive North,Wichita,KS,67208,-97.2439,37.6794,United States,Denny's
5700 W Kellogg,Wichita,KS,67209,-97.4094,37.6733,United States,Denny's
4024 E Harry St,Wichita,KS,67218,-97.2893,37.6646,United States,Denny's
1748 Us Hwy 231 S,Beaver Dam,KY,42320,-86.8665,37.3903,United States,Denny's
15236 State Route 180,Catlettsburg,KY,41129,-82.6989,38.3648,United States,Denny's
2008 N Mulberry Ave,Elizabethtown,KY,42701,-85.8268,37.715,United States,Denny's
4380 South Nashville Rd,Franklin,KY,42134,-86.5577,36.6686,United States,Denny's
1956 Us Hwy 41 N,Henderson,KY,42420,-87.5754,37.8608,United States,Denny's
1949 Nicholasville Rd,Lexington,KY,40503,-84.5161,38.0127,United States,Denny's
1880 Newton Pike,Lexington,KY,40511,-84.4863,38.0959,United States,Denny's
434 Eastern Parkway,Louisville,KY,40217,-85.7516,38.2117,United States,Denny's
60 Ruby Drive,Madisonville,KY,42431,-87.4947,37.3276,United States,Denny's
1610 Richmond St,Mt Vernon,KY,40456,-84.3314,37.3755,United States,Denny's
18750 Herndon / Oak Grove Rd,Oak Grove,KY,42262,-87.4555,36.6964,United States,Denny's
4545 Frederica Street,Owensboro,KY,42301,-87.1231,37.7263,United States,Denny's
200 S Lakeview Dr,Shepherdsville,KY,40165,-85.7013,37.9937,United States,Denny's
4030 Dutchman's Lane,St Matthews,KY,40207,-85.6334,38.234,United States,Denny's
1670 Waddy Rd,Waddy,KY,40076,-85.0675,38.1622,United States,Denny's
13019 Walton Verona,Walton,KY,41094,-84.6246,38.8582,United States,Denny's
1832 Old Minden Road,Bossier City,LA,71111,-93.7148,32.5164,United States,Denny's
9510 Greenwood Road,Greenwood,LA,71033,-93.9791,32.443600000000004,United States,Denny's
5910 Veterans,Metairie,LA,70003,-90.206,30.0057,United States,Denny's
9080 Mansfield Rd,Shreveport,LA,71118,-93.7982,32.4085,United States,Denny's
467 Memorial Dr,Chicopee Falls,MA,01020,-72.5774,42.1707,United States,Denny's
152 Endicott St,Danvers,MA,01923,-70.9362,42.549,United States,Denny's
243 William S Canning Blvd,Fall River,MA,02721,-71.1619,41.6751,United States,Denny's
2173 Northampton St,Holyoke,MA,01040,-72.6299,42.1881,United States,Denny's
160 Winthrop Ave,Lawrence,MA,01843,-71.1462,42.688,United States,Denny's
38 Commercial Rd,Leominster,MA,01453,-71.7424,42.5334,United States,Denny's
1284 Boston Rd,Springfield,MA,01119,-72.501,42.1405,United States,Denny's
494 Lincoln St,Worcester,MA,01605,-71.7748,42.2947,United States,Denny's
2095 West St,Annapolis,MD,21401,-76.5443,38.9846,United States,Denny's
1995 E Joppa Rd,Baltimore,MD,21234,-76.5448,39.3992,United States,Denny's
8025 Belair Road,Baltimore,MD,21236,-76.5073,39.3756,United States,Denny's
781 Sunburst Highway,Cambridge,MD,21613,-76.061,38.5586,United States,Denny's
8424 Baltimore Ave,College Park,MD,20740,-76.9327,38.9938,United States,Denny's
1412 Merrit Boulevard,Dundalk,MD,21222,-76.5046,39.2783,United States,Denny's
8493 Ocean Gateway,Easton,MD,21601,-76.0601,38.7823,United States,Denny's
1803 Edgewood Rd,Edgewood,MD,21040,-76.3054,39.4531,United States,Denny's
6400 Ridge Rd,Eldersburg,MD,21784,-76.9324,39.399,United States,Denny's
Fort Meade/meade Main Exchange,Fort Meade,MD,20755,-76.7454,39.1094,United States,Denny's
1207 West Patrick St,Frederick,MD,21701,-77.451,39.4185,United States,Denny's
100 East Cedar Lane,Fruitland,MD,21826,-75.6126,38.3255,United States,Denny's
6302 Ritchie Hwy,Glen Burnie,MD,21061,-76.6141,39.2044,United States,Denny's
1630 Dual Hwy,Hagerstown,MD,21740,-77.693,39.6176,United States,Denny's
1365 Mellon Rd,Hanover,MD,21076,-76.7106,39.1605,United States,Denny's
314 Washington Blvd,Laurel,MD,20707,-76.6374,39.1559,United States,Denny's
1239 National Hwy,Lavale,MD,21502,-78.8355,39.6371,United States,Denny's
19290 Montgomery Village Ave,Montgomery Village,MD,20886,-77.2038,39.1724,United States,Denny's
1 Center Drive,North East,MD,21901,-75.9481,39.6247,United States,Denny's
1000 Starlite Plaza,Oakland,MD,21550,-79.4052,39.4113,United States,Denny's
11201 Coastal Hwy,Ocean City,MD,21842,-75.0572,38.4179,United States,Denny's
41 Heather Lane,Perryville,MD,21903,-76.0672,39.5888,United States,Denny's
405 Punkin Court,Salisbury,MD,21804,-75.5416,38.3662,United States,Denny's
15061 Georgia Ave,Silver Spring,MD,20853,-77.0766,39.103,United States,Denny's
2975 Crain Highway,Waldorf,MD,20601,-76.9053,38.6317,United States,Denny's
400 Englar Rd,Westminster,MD,21157,-76.9889,39.5846,United States,Denny's
211 Court St,Auburn,ME,04210,-70.2311,44.0979,United States,Denny's
123 Civic Center Dr,Augusta,ME,04330,-69.7926,44.3381,United States,Denny's
120 Haskell Rd,Bangor,ME,04401,-68.7394,44.8315,United States,Denny's
75 High St,Ellsworth,ME,04605,-68.4162,44.5396,United States,Denny's
1091-1107 Congress St,Portland,ME,04102,-70.2849,43.655,United States,Denny's
1220 Brighton Ave,Portland,ME,04102,-70.3278,43.6766,United States,Denny's
1075 Commercial Street,Rockport,ME,04856,-69.0954,44.1299,United States,Denny's
3310 Washtenaw Rd,Ann Arbor,MI,48104,-83.6943,42.2564,United States,Denny's
4785 Beckley Road,Battle Creek,MI,49015,-85.2007,42.261,United States,Denny's
2033 Rawsonville Road,Belleville,MI,48111,-83.5448,42.2165,United States,Denny's
2701 East Grand River,East Lansing,MI,48823,-84.4573,42.7281,United States,Denny's
4010 24th Avenue,Ft Gratiot,MI,48059,-82.4558,43.0253,United States,Denny's
7800 West Grand River Ave,Grand Ledge,MI,48837,-84.6792,42.7869,United States,Denny's
3127 Plainfield Ne,Grand Rapids,MI,49505,-85.6375,43.019,United States,Denny's
631 East 24th Street,Holland,MI,49423,-86.0797,42.7759,United States,Denny's
2560 Airport Road,Jackson,MI,49202,-84.4529,42.2707,United States,Denny's
3817 Cork Street,Kalamazoo,MI,49001,-85.5319,42.2625,United States,Denny's
"3900 28th Street, Se",Kentwood,MI,49512,-85.5713,42.9125,United States,Denny's
7330 W Saginaw Highway,Lansing,MI,48917,-84.6582,42.7411,United States,Denny's
804 Us Highway 27 N,Marshall,MI,49068,-84.9652,42.2845,United States,Denny's
1224 N Dixie Highway,Monroe,MI,48162,-83.3641,41.9257,United States,Denny's
3520 Green Street,Muskegon,MI,49444,-86.2356,43.1889,United States,Denny's
27750 Novi Rd,Novi,MI,48377,-83.476,42.49,United States,Denny's
31831 Gratiot Ave,Roseville,MI,48066,-82.915,42.5309,United States,Denny's
2435 Tittabawassee,Saginaw,MI,48604,-83.9642,43.4799,United States,Denny's
44945 Woodridge,Sterling Heights,MI,48313,-82.9861,42.6265,United States,Denny's
20565 Eureka Road,Taylor,MI,48180,-83.2352,42.1982,United States,Denny's
878 Munson Ave,Traverse City,MI,49686,-85.5606,44.7496,United States,Denny's
715 44th St S W,Wyoming,MI,49509,-85.6821,42.8843,United States,Denny's
7805 150th St Nw,Apple Valley,MN,55124,-93.2231,44.7319,United States,Denny's
8850 University Drive,Blaine,MN,55434,-93.2656,45.1304,United States,Denny's
815 E 78th St,Bloomington,MN,55420,-93.2629,44.8619,United States,Denny's
4209 W American Blvd,Bloomington,MN,55437,-93.3323,44.8576,United States,Denny's
6405 James Circle N,Brooklyn Center,MN,55430,-93.3048,45.0716,United States,Denny's
12950 Aldrich Ave S,Burnsville,MN,55337,-93.2907,44.769,United States,Denny's
3565 Northdale Blvd,Coon Rapids,MN,55448,-93.3567,45.2075,United States,Denny's
3050 White Bear Ave,Maplewood,MN,55109,-93.0176,45.0333,United States,Denny's
255 N Century Ave,Maplewood,MN,55119,-92.9854,44.9471,United States,Denny's
2700 E Lake St,Minneapolis,MN,55406,-93.2332,44.9484,United States,Denny's
38681 Tanger Dr,N Branch,MN,55056,-92.9968,45.5091,United States,Denny's
9020 Quaday Ave Ne,Otsego,MN,55330,-93.5643,45.2816,United States,Denny's
286 17th Avenue Nw,Rochester,MN,55901,-92.4876,44.0266,United States,Denny's
1226 S Broadway,Rochester,MN,55904,-92.4633,44.0053,United States,Denny's
13450 Rogers Dr,Rogers,MN,55374,-93.5502,45.1987,United States,Denny's
1203 Drury Lane,Arnold,MO,63010,-90.3782,38.4446,United States,Denny's
1105 N 7 Hwy,Blue Springs,MO,64015,-94.2828,39.1205,United States,Denny's
2335 W Hwy 76,Branson,MO,65616,-93.2632,36.6414,United States,Denny's
161 West Dr,Cape Girardeau,MO,63701,-89.5589,37.3045,United States,Denny's
1100 Knipp Street,Columbia,MO,65203,-92.3726,38.9668,United States,Denny's
1717 W 5th St,Eureka,MO,63025,-90.6626,38.5045,United States,Denny's
1096 S.highway Drive,Fenton,MO,63026,-90.4674,38.5423,United States,Denny's
2925 N Hwy 67,Florissant,MO,63033,-90.3009,38.8081,United States,Denny's
5789 Campus Pkwy,Hazelwood,MO,63042,-90.3873,38.7742,United States,Denny's
2500 Sm 291 Hwy,Independence,MO,64055,-94.3802,39.0746,United States,Denny's
3939 S Noland,Independence,MO,64108,-94.415,39.0494,United States,Denny's
3602 Range Line Road,Joplin,MO,64801,-94.4785,37.0502,United States,Denny's
11570 Hwy Ff,Joplin,MO,64804,-94.5177,37.066,United States,Denny's
1600 Broadway Blvd,Kansas City,MO,64108,-94.5887,39.095,United States,Denny's
6887 E Front St,Kansas City,MO,64120,-94.5012,39.1301,United States,Denny's
3832 Blue Ridge Cutoff,Kansas City,MO,64133,-94.5403,39.0362,United States,Denny's
3294 Gold Rd,Kingdom City,MO,65262,-91.9404,38.9429,United States,Denny's
1300 Lake St Louis Blvd,Lake St Louis,MO,63367,-90.7676,38.8027,United States,Denny's
1320 S Jefferson Ave,Lebanon,MO,65536,-92.6495,37.6681,United States,Denny's
12319 Dorsett Road,Maryland Heights,MO,63043,-90.4486,38.7145,United States,Denny's
703 State Hwy 80,Matthews,MO,63867,-89.5427,36.7592,United States,Denny's
2117 Taney St,N Kansas City,MO,64116,-94.5587,39.1456,United States,Denny's
